"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"http://irshadfoundation.co.za//db_template.php","","","","apt | reputation"
"http://isibaniedu.co.za/admin/db_template.php","","","","apt | reputation"
"http://isound.co.za//db_template.php","","","","apt | reputation"
"http://itengineering.co.za/gatewaydiamond/db_template.php","","","","apt | reputation"
"http://jakobieducation.co.za//db_template.php","","","","apt | reputation"
"http://jdcorporate.co.za/catalog/db_template.php","","","","apt | reputation"
"http://jeanetteproperties.co.za//db_template.php","","","","apt | reputation"
"http://jhphotoedits.co.za//db_template.php","","","","apt | reputation"
"http://juniorad.co.za/vendor/db_template.php","","","","apt | reputation"
"http://jvpsfunerals.co.za//db_template.php","","","","apt | reputation"
"http://jwseshowe.co.za/assets/db_template.php","","","","apt | reputation"
"http://ladiescircle.co.za//db_template.php","","","","apt | reputation"
"http://ldams.org.ls/supplies/db_template.php","","","","apt | reputation"
"http://lensofafrica.co.za//db_template.php","","","","apt | reputation"
"http://lppaportal.org.ls//db_template.php","","","","apt | reputation"
"http://luxconprojects.co.za//db_template.php","","","","apt | reputation"
"http://menaboracks.co.za/tmp/db_template.php","","","","apt | reputation"
"http://mgamule.co.za/oldweb/db_template.php","","","","apt | reputation"
"http://mmetl.co.za//db_template.php","","","","apt | reputation"
"http://mokorotlocorporate.com//db_template.php","","","","apt | reputation"
"http://molepetravel.co.ls//db_template.php","","","","apt | reputation"
"http://muallematsela.com//db_template.php","","","","apt | reputation"
"http://oftheearthphotography.com/www/db_template.php","","","","apt | reputation"
"http://passright.co.za//db_template.php","","","","apt | reputation"
"http://printernet.co.za//db_template.php","","","","apt | reputation"
"http://proeventsports.co.za//db_template.php","","","","apt | reputation"
"http://promechtransport.co.za/scripts/db_template.php","","","","apt | reputation"
"http://rma-law.co.za//db_template.php","","","","apt | reputation"
"http://ryanchristiefurniture.co.za//db_template.php","","","","apt | reputation"
"http://sefikengfarm.co.ls//db_template.php","","","","apt | reputation"
"http://seismicfactory.co.za//db_template.php","","","","apt | reputation"
"http://servicebox.co.za//db_template.php","","","","apt | reputation"
"http://signsoftime.co.za//db_template.php","","","","apt | reputation"
"http://skhaleni.co.za//db_template.php","","","","apt | reputation"
"http://sullivanprimary.co.za//db_template.php","","","","apt | reputation"
"http://tcpbereka.co.za/js/db_template.php","","","","apt | reputation"
"http://thecompasssolutions.co.za//db_template.php","","","","apt | reputation"
"http://themotoringcalendar.co.za//db_template.php","","","","apt | reputation"
"http://verifiedseller.co.za/js/db_template.php","","","","apt | reputation"
"http://visionclinic.co.ls/visionclinic/db_template.php","","","","apt | reputation"
"http://vumavaluations.co.za//db_template.php","","","","apt | reputation"
"http://willpowerpos.co.za//db_template.php","","","","apt | reputation"
"http://winagainstebola.com//db_template.php","","","","apt | reputation"
"http://www.acer-parts.co.za//db_template.php","","","","apt | reputation"
"http://www.agencesylvieleclerc.com//db_template.php","","","","apt | reputation"
"http://www.agenceuhd.com//db_template.php","","","","apt | reputation"
"http://www.agirlgonewine.com/store/db_template.php","","","","apt | reputation"
"http://www.albertamechanical.ca//db_template.php","","","","apt | reputation"
"http://www.albertaprimebeef.com//db_template.php","","","","apt | reputation"
"http://www.alcalumni.com/wp-includes/db_template.php","","","","apt | reputation"
"http://www.alessioborzuola.com/downloads/db_template.php","","","","apt | reputation"
"http://www.alestilorachel.com//db_template.php","","","","apt | reputation"
"http://www.alexanderhomestead.com//db_template.php","","","","apt | reputation"
"http://www.alexandrasternin.com/illustration/db_template.php","","","","apt | reputation"
"http://www.alexjeffersonconsulting.com/wp-includes/db_template.php","","","","apt | reputation"
"http://www.alfredoposada.com//db_template.php","","","","apt | reputation"
"http://www.algom-law.com//db_template.php","","","","apt | reputation"
"http://www.aliandconsulting.com//db_template.php","","","","apt | reputation"
"http://www.alinn-u-yin.com//db_template.php","","","","apt | reputation"
"http://www.allbuyer.co.uk//db_template.php","","","","apt | reputation"
"http://www.allcopytoners.com//db_template.php","","","","apt | reputation"
"http://www.allstylus.com.br//db_template.php","","","","apt | reputation"
"http://www.allwestdental.com/wp-includes/db_template.php","","","","apt | reputation"
"http://www.almaarefut.com/admin/db_template.php","","","","apt | reputation"
"http://www.alpacal.com//db_template.php","","","","apt | reputation"
"http://www.altaica.ca/wordpress/db_template.php","","","","apt | reputation"
"http://www.ambientproperty.com//db_template.php","","","","apt | reputation"
"http://www.amerindgen.com/author/admin1/db_template.php","","","","apt | reputation"
"http://www.amexcars.info/tpl/db_template.php","","","","apt | reputation"
"http://www.amika.hr//db_template.php","","","","apt | reputation"
"http://www.amjobs.co.uk//db_template.php","","","","apt | reputation"
"http://www.amphibiblechurch.com//db_template.php","","","","apt | reputation"
"http://www.andreabelfi.com//db_template.php","","","","apt | reputation"
"http://www.androidwikihow.com//db_template.php","","","","apt | reputation"
"http://www.animationinisrael.org/tmp_images/db_template.php","","","","apt | reputation"
"http://www.antc.ch/wp-includes/db_template.php","","","","apt | reputation"
"http://www.antigonisworld.com/wp-includes/db_template.php","","","","apt | reputation"
"http://www.antirughenaturale.com/wp-admin/db_template.php","","","","apt | reputation"
"http://www.antoanetapalikarska.com//db_template.php","","","","apt | reputation"
"http://www.apmequestrian.com//db_template.php","","","","apt | reputation"
"http://www.aprendiendoencasa.com/wp-includes/db_template.php","","","","apt | reputation"
"http://www.aptibet.org//db_template.php","","","","apt | reputation"
"http://www.arabgamenetwork.com//db_template.php","","","","apt | reputation"
"http://www.arabiccasinochoice.com//db_template.php","","","","apt | reputation"
"http://www.ariehandomri.com//db_template.php","","","","apt | reputation"
"http://www.bashancorp.co.za//db_template.php","","","","apt | reputation"
"http://www.bestdecorativemirrors.com/More-Mirrors/db_template.php","","","","apt | reputation"
"http://www.bitp.co.za//db_template.php","","","","apt | reputation"
"http://www.britishasia-equip.co.uk//db_template.php","","","","apt | reputation"
"http://www.buhlebayoacademy.com//db_template.php","","","","apt | reputation"
"http://www.centreforgovernance.uk//db_template.php","","","","apt | reputation"
"http://www.crissamconsulting.co.za//db_template.php","","","","apt | reputation"
"http://www.daleth.co.za//db_template.php","","","","apt | reputation"
"http://www.digitalmedia.co.za//db_template.php","","","","apt | reputation"
"http://www.dingaanassociates.co.za//db_template.php","","","","apt | reputation"
"http://www.duotonedigital.co.za//db_template.php","","","","apt | reputation"
"http://www.dws-gov.co.za//db_template.php","","","","apt | reputation"
"http://www.easy-home-sales.co.za//db_template.php","","","","apt | reputation"
"http://www.edesignz.co.za//db_template.php","","","","apt | reputation"
"http://www.eloquent.co.za/nweb2/db_template.php","","","","apt | reputation"
"http://www.fun4kidz.co.za//db_template.php","","","","apt | reputation"
"http://www.galwayprimary.co.za//db_template.php","","","","apt | reputation"
"http://www.generictoners.co.za//db_template.php","","","","apt | reputation"
"http://www.getcord.co.za//db_template.php","","","","apt | reputation"
"http://www.gilforsenate.com//db_template.php","","","","apt | reputation"
"http://www.gsmmid.com//db_template.php","","","","apt | reputation"
"http://www.harmonyguesthouse.co.za//db_template.php","","","","apt | reputation"
"http://www.hfhl.org.ls/habitat/db_template.php","","","","apt | reputation"
"http://www.humorcarbons.com//db_template.php","","","","apt | reputation"
"http://www.iancullen.co.za//db_template.php","","","","apt | reputation"
"http://www.icsswaziland.com//db_template.php","","","","apt | reputation"
"http://www.ihlosiqs-pm.co.za//db_template.php","","","","apt | reputation"
"http://www.infratechconsulting.com//db_template.php","","","","apt | reputation"
"http://www.khotsonglodge.co.ls//db_template.php","","","","apt | reputation"
"http://www.loansonhomes.co.za//db_template.php","","","","apt | reputation"
"http://www.m-3.co.za//db_template.php","","","","apt | reputation"
"http://www.malboer.co.za/trendy1/db_template.php","","","","apt | reputation"
"http://www.mikimaths.com//db_template.php","","","","apt | reputation"
"http://www.rejoicetheatre.com//db_template.php","","","","apt | reputation"
"http://www.tanati.co.za//db_template.php","","","","apt | reputation"
"http://www.tonaro.co.za//db_template.php","","","","apt | reputation"
"https://agapeencounter.org//db_template.php","","","","apt | reputation"
"https://agiledepot.com//db_template.php","","","","apt | reputation"
"https://ahelicoptermom.com/wp-includes/db_template.php","","","","apt | reputation"
"https://aileeshop.com//db_template.php","","","","apt | reputation"
"https://al-mostakbl.com//db_template.php","","","","apt | reputation"
"https://alaskanharvestseafood.com/backup/db_template.php","","","","apt | reputation"
"https://albousala.com//db_template.php","","","","apt | reputation"
"https://alceharfield.com//db_template.php","","","","apt | reputation"
"https://aleoestudio.com/gallonature/db_template.php","","","","apt | reputation"
"https://aliart.nl//db_template.php","","","","apt | reputation"
"https://allday.gr//db_template.php","","","","apt | reputation"
"https://allmantravel.com/thumbs/db_template.php","","","","apt | reputation"
"https://allusdoctors.com/themes/db_template.php","","","","apt | reputation"
"https://almokan.net/wp-includes/db_template.php","","","","apt | reputation"
"https://alnahdatraining.com//db_template.php","","","","apt | reputation"
"https://aloefly.net//db_template.php","","","","apt | reputation"
"https://alphainvestors.com.au//db_template.php","","","","apt | reputation"
"https://alphawaves.org/wp-admin/db_template.php","","","","apt | reputation"
"https://alterwebhost.com//db_template.php","","","","apt | reputation"
"https://althurayaa.com//db_template.php","","","","apt | reputation"
"https://ambyenta.hr//db_template.php","","","","apt | reputation"
"https://americanbrasil.com.br//db_template.php","","","","apt | reputation"
"https://amiici.vision//db_template.php","","","","apt | reputation"
"https://amishcountryfurnishings.com//db_template.php","","","","apt | reputation"
"https://amooy.com/webservice/db_template.php","","","","apt | reputation"
"https://anbinni.ba/wp-admin/db_template.php","","","","apt | reputation"
"https://ancient-wisdoms.com//db_template.php","","","","apt | reputation"
"https://andihaas.at/wp-includes/db_template.php","","","","apt | reputation"
"https://angel-blanco.net/wp-includes/db_template.php","","","","apt | reputation"
"https://animeok.co.il//db_template.php","","","","apt | reputation"
"https://annodle.com//db_template.php","","","","apt | reputation"
"https://anotherdayinparadise.ca//db_template.php","","","","apt | reputation"
"https://aquabsafe.com//db_template.php","","","","apt | reputation"
"https://aquo.in//db_template.php","","","","apt | reputation"
"https://arbeidsrechtcentrum.nl//db_template.php","","","","apt | reputation"
"https://arbulario.com//db_template.php","","","","apt | reputation"
"https://arc-sec.net//db_template.php","","","","apt | reputation"
"https://archiotronic.com/wp-includes/db_template.php","","","","apt | reputation"
"https://arhiepiscopiabucurestilor.ro/templates/db_template.php","","","","apt | reputation"
"https://www.air-mag.ro//db_template.php","","","","apt | reputation"
"https://www.aircafe24.com//db_template.php","","","","apt | reputation"
"https://www.airporttaxi-uk.co.uk/wp-includes/db_template.php","","","","apt | reputation"
"https://www.alakml.com/wp-admin/db_template.php","","","","apt | reputation"
